"X.0.012.6","X.0.012675675675675676","X0.024","X.0.0942105263157895","X0.6105068493150686","X11.725","X.0.018.3","X0.012.1","X0.026.3","X0.102","inactive"
"-0.009","-0.00791891891891892","0.014","-0.02907894736842104","0.9337397260273972","12.493","-0.011","0.015","0.036","0.105","inactive"
"-0.007","0.001986486486486486","-0.001","7.631578947368515e-4","1.0733561643835616","13.290","-0.005","0.018","0.047","0.106","inactive"
"-0.016","-0.0314054054054054","0.048","1.3440526315789474","0.1662054794520549","8.922","-0.043","-0.000","-0.018","-0.070","inactive"
"-0.018","-0.018797297297297295","0.058","-0.04800000000000009","-0.010616438356164352","8.191","-0.015","0.019","0.033","0.097","inactive"
"-0.018","-0.033310810810810804","0.055","1.4168157894736841","0.14732876712328777","8.535","-0.041","0.001","-0.017","-0.071","inactive"
"0.000","0.009418918918918918","0.012","-0.4392105263157896","0.6924657534246575","15.005","0.003","0.015","0.049","0.096","inactive"
"-0.016","-0.02209459459459459","0.052","-0.568342105263158","-0.6283013698630135","8.182","-0.023","0.013","0.020","0.097","inactive"
"-0.012","-0.012689189189189189","0.036","-0.2727368421052632","0.26520547945205486","10.635","-0.015","0.015","0.030","0.099","inactive"
"-0.014","-0.015283783783783781","0.041","-0.3001315789473686","0.1042465753424658","10.184","-0.016","0.014","0.031","0.098","inactive"
"-0.015","-0.01847297297297297","0.041","-0.39981578947368424","-0.04031506849315067","9.980","-0.022","0.014","0.023","0.100","inactive"
"-0.016","-0.0075540540540540565","0.017","-0.3696052631578947","0.4034520547945205","11.476","-0.011","0.015","0.035","0.099","inactive"
"-0.014","-0.013851351351351356","0.042","-0.23757894736842106","0.11180821917808223","9.980","-0.014","0.017","0.036","0.099","inactive"
"-0.008","-0.0013783783783783785","-0.002","-0.6277894736842107","-0.009821917808219113","12.343","-0.001","0.019","0.048","0.106","inactive"
"-0.005","0.002459459459459458","-0.001","-0.3355263157894737","0.640191780821918","13.771","-0.001","0.017","0.050","0.108","inactive"
"-0.009","-0.005364864864864865","0.008","-0.3042368421052631","0.5183287671232878","12.241","-0.006","0.017","0.044","0.103","inactive"
"-0.013","-0.00952702702702703","0.031","-0.18973684210526318","0.22817808219178087","10.816","-0.009","0.018","0.040","0.101","inactive"
"-0.020","-0.020716216216216214","0.065","0.07839473684210523","-0.0715753424657535","7.200","-0.015","0.020","0.032","0.095","inactive"
"-0.008","1.21621621621624e-4","0.003","-0.29178947368421043","0.56386301369863","12.404","-0.004","0.018","0.045","0.103","inactive"
"-0.009","-0.003689189189189187","0.008","-0.4078157894736842","0.48431506849315065","11.793","-0.012","0.012","0.031","0.100","inactive"
"0.016","-0.046013513513513515","0.058","1.2156842105263155","0.47971232876712355","8.357","-0.030","0.012","-0.003","0.090","inactive"
"-0.013","-0.013310810810810815","0.034","0.19557894736842107","0.7984657534246573","11.380","-0.009","0.020","0.041","0.102","inactive"
"0.008","0.022851351351351353","0.044","-0.45610526315789474","0.7195479452054793","18.270","0.015","-0.020","0.051","0.111","inactive"
"-0.013","-0.026621621621621617","0.045","0.08921052631578937","-0.20338356164383567","9.461","-0.034","0.008","0.000","0.097","inactive"
"-0.026","-0.04358108108108107","0.089","2.824578947368422","0.338945205479452","3.291","-0.040","-0.004","-0.005","-0.094","inactive"
"-0.012","-0.0044729729729729726","0.007","-0.27778947368421053","0.507041095890411","12.365","-0.005","0.017","0.046","0.106","inactive"
"-0.015","-0.015013513513513514","0.035","-0.6621315789473684","-0.16004109589041096","10.268","-0.015","0.015","0.031","0.100","inactive"
"0.109","-0.04344594594594595","0.077","1.8274473684210533","0.022410958904109494","5.768","-0.034","0.015","0.012","-0.064","inactive"
"-0.013","-0.007729729729729731","0.020","-0.29810526315789465","0.42686301369863017","11.795","-0.007","0.018","0.043","0.103","inactive"
"-0.006","-0.01959459459459459","0.035","-0.23155263157894734","0.17075342465753426","9.268","-0.015","0.017","0.032","0.088","inactive"
"-0.010","-0.013729729729729733","0.030","-0.34094736842105267","0.33056164383561637","10.840","-0.016","0.014","0.026","0.098","inactive"
"-0.005","0.0011081081081081084","0.002","-0.3417894736842105","0.6475753424657533","14.215","-0.000","0.015","0.045","0.094","inactive"
"-0.015","-0.01971621621621621","0.039","-0.6967368421052631","-0.31221917808219196","9.970","-0.022","0.010","0.015","0.098","inactive"
"-0.015","-0.015675675675675668","0.039","-0.15963157894736837","0.29316438356164404","10.399","-0.015","0.016","0.034","0.099","inactive"
"-0.001","0.011378378378378379","0.015","-0.4413947368421052","0.7972465753424658","15.637","0.005","0.014","0.049","0.100","inactive"
"-0.018","-0.015256756756756754","0.030","-0.328421052631579","0.35356164383561645","10.892","-0.017","0.015","0.031","0.100","inactive"
"-0.010","-0.003472972972972973","0.007","-0.2650263157894737","0.5527534246575342","12.795","-0.003","0.018","0.046","0.108","active"
"-0.014","-0.011486486486486489","0.036","-0.17742105263157884","0.3468493150684931","10.759","-0.012","0.017","0.038","0.101","inactive"
"-0.009","-0.009878378378378383","0.023","-0.3960526315789474","0.4850958904109589","11.580","-0.013","0.013","0.028","0.101","inactive"
"-0.011","-0.009716216216216217","0.021","0.5161315789473684","0.9560136986301366","11.880","-0.013","0.014","0.034","0.101","inactive"
"-0.001","0.009702702702702704","0.015","0.40378947368421053","1.3667397260273972","16.084","0.002","-0.037","0.045","0.094","inactive"
"-0.004","0.0025945945945945945","-0.000","-0.4457105263157895","0.5636164383561645","14.681","-0.002","0.012","0.043","0.094","inactive"
"-0.023","-0.023743243243243246","0.077","0.452078947368421","-0.2755890410958904","5.682","-0.017","0.019","0.029","-0.061","inactive"
"-0.012","-0.012972972972972976","0.018","-0.4873684210526317","0.4572191780821918","11.854","-0.014","0.013","0.034","0.103","inactive"
"-0.014","-0.011108108108108111","0.019","-0.3853421052631581","0.5114520547945206","11.120","-0.016","0.010","0.024","0.095","inactive"
"-0.019","-0.019540540540540538","0.019","-1.9422105263157896","-0.3525479452054794","9.231","-0.023","0.009","0.026","0.091","inactive"
"0.001","0.014567567567567566","0.023","-0.5844999999999999","0.9422328767123288","16.744","0.003","-0.032","0.045","0.099","inactive"
"-0.012","-0.008891891891891893","-0.003","-0.5047631578947369","0.6050273972602739","12.320","-0.016","0.013","0.038","0.103","inactive"
"-0.020","-0.021581081081081088","0.058","-0.07815789473684216","-0.10413698630136986","7.837","-0.019","0.014","0.029","0.093","inactive"
"-0.005","0.0010675675675675662","-0.003","-0.4284736842105264","0.647849315068493","14.033","-0.002","0.014","0.045","0.092","inactive"
"-0.009","-0.007216216216216217","-0.013","-0.4416578947368423","0.5968219178082192","13.131","-0.009","0.010","0.038","0.102","inactive"
"-0.004","0.004202702702702706","0.007","-2.1118684210526313","-0.1723561643835618","14.242","0.000","0.007","0.042","0.096","inactive"
"-0.015","-0.020108108108108105","0.050","-0.2683157894736842","-0.024986301369862962","9.456","-0.021","0.013","0.018","0.096","inactive"
"-0.020","-0.0281081081081081","0.065","-0.22363157894736846","-0.3555479452054795","7.307","-0.027","0.006","-0.005","-0.065","inactive"
"-0.008","-0.011121621621621622","-0.010","-0.7102631578947368","0.4448356164383562","13.819","-0.015","0.010","0.045","0.104","inactive"
"-0.013","-0.02337837837837838","0.022","-0.7880789473684209","0.016602739726027382","12.360","-0.016","0.008","0.024","0.104","inactive"
"-0.016","-0.016121621621621614","0.047","-0.17573684210526333","0.0857397260273973","9.591","-0.015","0.017","0.035","0.099","inactive"
"-0.010","-0.014067567567567567","0.027","-0.46942105263157896","0.31726027397260287","11.121","-0.017","0.012","0.021","0.099","inactive"
"-0.013","-0.010770270270270273","0.037","0.01881578947368422","0.5298630136986301","10.479","-0.009","0.019","0.040","0.101","inactive"
"-0.011","-0.010432432432432436","0.021","-0.23336842105263145","0.5917671232876714","11.724","-0.013","0.014","0.031","0.103","inactive"
"-0.008","-0.006148648648648648","0.005","-0.40589473684210536","0.608","12.571","-0.010","0.014","0.036","0.104","inactive"
"-0.007","0.0012567567567567555","-0.005","-0.368578947368421","0.5488630136986301","13.092","-0.005","0.016","0.044","0.106","inactive"
"-0.002","0.006851351351351353","0.009","-0.4722631578947368","0.6711917808219178","14.983","0.002","0.015","0.047","0.097","inactive"
"-0.008","-0.004743243243243244","0.007","-0.3931315789473685","0.599123287671233","12.486","-0.008","0.016","0.042","0.105","inactive"
"-0.007","0.001243243243243242","-0.005","-0.6242631578947369","0.3552739726027397","12.664","-0.005","0.016","0.043","0.105","inactive"
"-0.009","-0.009756756756756762","0.013","-0.5213684210526315","0.5213013698630137","12.128","-0.014","0.012","0.031","0.101","inactive"
"-0.014","-0.009283783783783788","0.037","-0.07663157894736843","0.33997260273972607","10.190","-0.008","0.020","0.039","0.100","inactive"
"-0.019","-0.027810810810810802","0.067","0.024736842105263238","-0.47772602739726033","6.727","-0.032","0.006","0.010","-0.067","inactive"
"-0.011","-0.009324324324324328","0.018","-0.34176315789473666","0.43586301369863006","11.635","-0.012","0.015","0.035","0.101","inactive"
"-0.011","-0.006283783783783785","0.017","-0.28310526315789486","0.5479726027397264","11.861","-0.007","0.017","0.043","0.103","inactive"
"-0.007","-0.0014324324324324323","-0.008","-0.5488947368421055","0.36536986301369867","12.781","-0.003","0.016","0.047","0.105","inactive"
"-0.004","9.324324324324302e-4","-0.004","-0.42586842105263156","0.6572876712328768","13.979","-0.003","0.014","0.043","0.092","inactive"
"-0.006","0.0019324324324324314","-0.009","-0.4116842105263159","0.5111369863013698","13.089","-0.004","0.016","0.046","0.106","inactive"
"-0.017","-0.027716216216216207","0.067","1.0056578947368422","0.265082191780822","7.052","-0.031","0.007","0.008","-0.069","inactive"
"-0.004","0.006000000000000001","0.006","-0.30589473684210533","0.6342602739726029","14.239","0.002","0.018","0.051","0.095","inactive"
"-0.013","-0.011108108108108111","0.032","-0.22076315789473683","0.3831232876712329","11.016","-0.011","0.016","0.038","0.100","inactive"
"-0.016","-0.020675675675675666","0.055","-0.11934210526315787","-0.07632876712328773","8.687","-0.021","0.014","0.024","0.095","inactive"
"-0.004","5.540540540540527e-4","-0.004","-0.25515789473684203","0.8174794520547948","14.078","-0.003","0.015","0.043","0.091","inactive"
"-0.011","-0.006621621621621622","0.021","-0.0712894736842106","0.6081232876712329","11.828","-0.007","0.018","0.043","0.103","inactive"
"-0.011","-0.012324324324324327","0.027","-0.40565789473684233","0.36258904109589046","11.347","-0.015","0.013","0.026","0.101","inactive"
"-0.014","-0.013432432432432435","0.038","-0.20434210526315788","0.26787671232876714","10.485","-0.013","0.017","0.036","0.100","inactive"
"-0.011","-0.011702702702702706","0.026","-0.3459473684210527","0.37853424657534246","11.101","-0.015","0.013","0.027","0.099","inactive"
"-0.015","-0.01322972972972973","0.042","-0.14739473684210525","0.22821917808219183","10.130","-0.013","0.018","0.037","0.100","inactive"
"-0.008","-0.003432432432432431","0.001","-0.4783684210526317","0.3798082191780821","12.622","-0.004","0.018","0.047","0.105","inactive"
"-0.013","-0.01140540540540541","0.030","-0.26047368421052636","0.3819452054794521","11.087","-0.012","0.016","0.036","0.101","inactive"
"-0.012","-0.014499999999999999","0.032","-0.3917894736842105","0.2584109589041095","10.701","-0.017","0.013","0.023","0.098","inactive"
"-0.017","-0.018432432432432432","0.050","-0.23978947368421066","-0.037342465753424654","9.454","-0.019","0.016","0.031","0.098","inactive"
"-0.010","-0.010229729729729731","0.019","-5.979078947368421","1.5397534246575344","6.671","-0.014","0.013","0.029","0.103","inactive"
"-0.009","-0.0037702702702702698","0.010","-5.929315789473684","1.669999999999999","7.168","-0.011","0.013","0.030","0.101","inactive"
"-0.011","-0.009459459459459463","0.019","-6.038605263157895","1.6667260273972597","6.215","-0.011","0.015","0.035","0.102","inactive"
"-0.002","0.006189189189189191","0.007","-5.926921052631579","2.549931506849316","10.699","0.001","0.013","0.046","0.095","inactive"
"?","?","?","?","?","?","?","?","?","?","inactive"
"?","?","?","?","?","?","?","?","?","?","inactive"
"-0.008","-0.011729729729729734","0.019","-6.69228947368421","1.9784657534246564","7.017","-0.014","0.014","0.027","0.102","inactive"
"-0.010","-0.012162162162162166","0.026","-0.3057894736842104","0.3862054794520547","11.403","-0.015","0.013","0.027","0.101","inactive"
"-0.012","-0.010513513513513517","0.028","-0.2209999999999999","0.44775342465753426","10.986","-0.012","0.015","0.040","0.099","inactive"
"-0.018","-0.0269054054054054","0.058","1.0598421052631575","0.2399726027397261","8.506","-0.028","0.008","-0.000","0.089","inactive"
"-0.019","-0.02644594594594594","0.069","0.44589473684210523","-0.027164383561643933","7.420","-0.028","0.009","0.015","-0.067","inactive"
"-0.008","0.0020945945945945945","-0.004","-0.3829210526315789","0.715095890410959","11.848","-0.002","0.011","0.045","0.074","inactive"
"0.000","0.014648648648648647","0.017","-0.4601052631578947","0.7807123287671234","15.622","0.005","0.013","0.050","0.098","inactive"
"-0.014","-0.008081081081081081","0.028","-0.21571052631578955","0.41852054794520543","9.619","-0.007","0.017","0.040","0.092","inactive"
"-0.008","4.5945945945946023e-4","0.001","-0.2838421052631579","0.7134520547945206","12.455","-0.009","0.013","0.033","0.102","inactive"
"-0.011","-0.008243243243243246","0.024","-0.6718157894736843","-0.0439452054794521","10.544","-0.011","0.016","0.040","0.100","inactive"
"-0.008","-7.567567567567535e-4","0.002","-0.37568421052631573","0.6494109589041095","12.540","-0.009","0.013","0.035","0.102","inactive"
"-0.007","0.0014864864864864873","-0.009","-0.4271578947368422","0.7381643835616438","13.050","-0.006","0.015","0.041","0.104","inactive"
"-0.027","-0.028797297297297308","0.085","0.4497105263157895","0.06573972602739711","3.840","-0.021","0.015","0.025","-0.070","inactive"
"-0.012","-0.013527027027027025","0.029","-0.33076315789473687","0.26846575342465756","11.378","-0.020","0.013","0.014","0.104","inactive"
"-0.001","0.008040540540540543","0.009","-0.4359473684210527","0.6305890410958904","14.682","0.002","0.015","0.049","0.095","inactive"
"-0.017","-0.02851351351351351","0.059","0.335921052631579","-0.678972602739726","7.323","-0.033","0.007","-0.004","-0.065","inactive"
"-0.009","-0.004986486486486488","0.004","-0.37084210526315786","0.6374931506849313","12.485","-0.008","0.016","0.040","0.104","inactive"
"-0.002","0.004837837837837838","0.005","-0.4269473684210525","0.6393835616438358","14.401","-0.000","0.014","0.046","0.092","inactive"
"-0.010","-0.01170270270270271","0.009","-0.4379210526315791","0.5098767123287672","9.994","-0.011","0.008","0.038","0.084","inactive"
"-0.012","-0.006662162162162163","0.003","-0.38860526315789473","0.6421917808219179","9.423","-0.009","0.010","0.038","0.081","inactive"
"-0.001","0.01682432432432432","0.038","-0.37463157894736854","0.8033150684931506","16.818","0.015","-0.022","0.050","0.097","inactive"
"-0.009","0.0015675675675675676","-0.005","-0.49407894736842123","0.602849315068493","13.212","0.001","0.014","0.044","0.084","inactive"
"-0.017","0.006108108108108107","0.020","0.40478947368421053","1.2880684931506852","15.237","0.010","-0.032","0.048","0.084","inactive"
"-0.066","0.005783783783783783","0.017","0.4610263157894736","1.2209726027397263","13.262","0.009","-0.035","0.043","0.066","inactive"
"-0.006","0.015297297297297296","0.016","-0.43673684210526315","0.8237945205479452","4.806","0.007","0.008","0.026","0.017","inactive"
"-0.004","0.007905405405405403","0.024","-0.26963157894736844","0.7515068493150686","15.444","0.010","-0.027","0.050","0.093","inactive"
"-0.002","0.00981081081081081","0.025","-0.02568421052631579","0.8343972602739728","11.698","0.017","-0.033","0.040","0.055","inactive"
"-0.029","-0.00437837837837838","-0.001","-0.44715789473684203","0.6128493150684934","12.641","-0.004","0.017","0.047","0.098","inactive"
"-0.038","-0.014202702702702711","-0.006","-2.521394736842105","-0.3376575342465752","9.042","-0.020","0.017","0.038","0.081","inactive"
"-0.032","0.01871621621621622","0.045","-0.2709736842105264","0.8312191780821917","16.036","0.017","-0.020","0.049","0.088","inactive"
"-0.045","0.0012972972972972992","0.021","-0.8782368421052629","0.959013698630137","13.402","-0.015","-0.030","0.043","0.075","inactive"
"-0.024","-0.002459459459459458","0.007","-0.44818421052631585","0.5520958904109587","11.613","0.001","0.016","0.043","0.092","inactive"
"0.022","-0.027148648648648646","-0.007","-0.6246578947368422","0.7382328767123287","3.382","-0.014","0.011","0.023","0.010","inactive"
"-0.100","-0.02025675675675676","0.048","-0.311","0.38317808219178073","4.962","-0.011","0.009","0.025","0.054","inactive"
"-0.058","-0.013378378378378382","-0.008","-1.4203684210526317","-0.11687671232876712","9.558","-0.027","0.016","0.039","0.083","inactive"
"-0.013","-0.018391891891891887","0.042","-0.4688947368421052","0.30132876712328766","10.240","-0.010","0.012","0.022","0.091","inactive"
"-0.013","-0.004067567567567565","0.005","-0.49281578947368415","0.7230273972602739","12.325","-0.003","0.014","0.038","0.097","inactive"
"-0.178","-0.024432432432432434","0.059","0.1275526315789473","0.15171232876712326","-1.399","-0.011","0.009","0.017","0.011","inactive"
"-0.022","-0.03159459459459459","0.084","-0.1719473684210527","0.03995890410958903","-2.337","-0.012","-0.004","-0.003","-0.005","inactive"
"-0.014","-0.01698648648648648","0.037","-0.3778421052631579","0.08615068493150685","10.541","-0.021","0.013","0.020","0.100","inactive"
"-0.004","0.0011621621621621609","-0.002","-0.42413157894736847","0.6398767123287671","13.835","-0.002","0.016","0.048","0.092","inactive"
"0.003","0.01645945945945946","0.027","-0.3233157894736843","0.8907945205479451","16.801","0.008","-0.028","0.050","0.101","inactive"
"-0.008","0.001635135135135136","-0.002","-0.19010526315789467","0.7550547945205479","12.970","-0.005","0.016","0.046","0.105","inactive"
"-0.009","-0.00618918918918919","0.008","-0.38073684210526315","0.5645205479452055","12.285","-0.010","0.015","0.038","0.105","inactive"
"-0.018","-0.04479729729729728","0.051","0.7753157894736845","-0.2926575342465753","7.462","-0.076","-0.023","-0.066","-0.110","inactive"
"-0.014","-0.009189189189189192","0.037","-0.05215789473684213","0.3668219178082191","10.333","-0.007","0.019","0.040","0.100","inactive"
"-0.004","0.003040540540540539","0.000","-0.36497368421052623","0.6126301369863015","14.082","-0.001","0.014","0.046","0.093","inactive"
"-0.001","0.009635135135135137","0.010","-0.6195263157894736","0.5061506849315068","14.942","0.002","0.013","0.049","0.098","inactive"
"-0.008","-9.729729729729738e-4","-0.002","-0.24721052631578938","0.5570684931506847","12.842","-0.001","0.019","0.047","0.107","inactive"
"-0.013","-0.0196081081081081","0.040","-0.3523947368421052","0.16149315068493147","10.237","-0.022","0.011","0.012","0.097","inactive"
"-0.008","-0.002027027027027027","0.003","-0.3026052631578947","0.5154657534246576","12.538","-0.004","0.018","0.045","0.105","inactive"
"-0.009","-0.006554054054054056","0.014","-0.34942105263157897","0.523150684931507","12.021","-0.008","0.017","0.041","0.104","inactive"
"-0.005","0.0014459459459459452","-0.011","-0.45915789473684193","0.7256712328767125","13.255","-0.007","0.013","0.038","0.106","inactive"
"-0.020","-0.022162162162162154","0.061","-0.17257894736842105","-0.2829589041095891","7.604","-0.019","0.017","0.031","0.094","inactive"
"-0.009","-0.003216216216216216","0.007","-0.24200000000000005","0.5814794520547946","12.553","-0.008","0.015","0.039","0.104","inactive"
"-0.011","-0.004445945945945947","0.017","-0.22839473684210532","0.5162191780821915","11.907","-0.004","0.019","0.044","0.104","inactive"
"0.003","0.02166216216216216","0.043","-0.4795","0.7449452054794519","17.782","0.013","-0.021","0.051","0.105","inactive"
"-0.011","-0.010608108108108109","0.018","-0.4147105263157896","0.3502739726027396","11.935","-0.017","0.014","0.028","0.106","inactive"
"-0.021","-0.02272972972972973","0.066","0.09576315789473681","-0.3466027397260274","7.256","-0.025","0.012","0.020","-0.063","inactive"
"-0.017","-0.02917567567567568","0.047","1.1915","-0.1252191780821918","8.270","-0.050","-0.003","-0.026","-0.073","inactive"
"-0.013","-0.020067567567567564","0.022","0.023578947368421074","0.510164383561644","10.505","-0.029","0.010","0.017","0.095","inactive"
"-0.006","9.729729729729727e-4","0.008","0.11857894736842106","1.3856986301369867","15.088","-0.002","0.016","0.047","0.097","inactive"
"-0.007","-0.009918918918918919","-0.010","-0.5836578947368422","0.47350684931506865","13.805","-0.018","0.014","0.045","0.112","inactive"
"-0.012","-0.020243243243243246","0.039","-0.32455263157894726","0.14787671232876717","10.299","-0.023","0.011","0.010","0.097","inactive"
"-0.006","-0.007864864864864866","-0.018","-0.5823421052631579","0.7944246575342464","13.250","-0.021","0.013","0.034","0.107","inactive"
"-0.029","-0.03310810810810811","0.089","0.7385","0.030767123287671186","3.310","-0.027","0.011","0.020","-0.078","inactive"
"-0.026","-0.0311081081081081","0.030","-1.0746052631578948","-0.4381232876712328","9.356","-0.027","0.014","0.019","0.096","inactive"
"-0.014","-0.009783783783783789","0.019","-0.22134210526315792","0.4799041095890413","11.548","-0.006","0.021","0.042","0.103","inactive"
"-0.015","-0.017162162162162164","0.039","-0.3837894736842106","0.0034794520547945023","10.235","-0.026","0.010","0.011","0.098","inactive"
"-0.016","-0.015648648648648643","0.035","-0.17152631578947364","0.2229452054794521","9.484","-0.019","0.017","0.035","0.098","inactive"
"-0.014","-0.022040540540540533","0.043","0.507578947368421","-0.11064383561643833","9.778","-0.031","0.008","0.004","0.099","inactive"
"-0.009","-0.0034594594594594594","-0.008","-0.4737105263157895","0.7190547945205481","13.534","-0.007","0.016","0.042","0.106","inactive"
"-0.049","-0.027986486486486488","-0.036","-0.5792631578947368","-0.12235616438356164","8.878","-0.045","0.011","0.021","0.088","inactive"
"-0.017","-0.019756756756756755","0.059","-0.007236842105263191","-0.02723287671232882","8.045","-0.016","0.019","0.032","0.095","inactive"
"-0.012","-0.008702702702702706","0.028","-0.20363157894736858","0.37828767123287665","11.408","-0.010","0.018","0.040","0.101","inactive"
"-0.001","0.0019594594594594607","0.006","-0.8399210526315785","0.7632602739726027","15.227","-0.016","0.012","0.045","0.099","inactive"
"-0.004","0.004445945945945947","0.011","-0.6622368421052632","0.7650547945205479","15.980","-0.010","0.012","0.048","0.103","inactive"
"-0.014","-0.019243243243243238","0.041","-0.39813157894736817","0.15424657534246586","10.235","-0.022","0.010","0.014","0.096","inactive"
"-0.025","-0.03078378378378379","0.083","1.2813947368421055","-0.12742465753424653","4.509","-0.029","0.008","0.019","-0.077","inactive"
"-0.011","-0.009689189189189193","0.024","-0.19247368421052624","0.5548219178082191","11.502","-0.012","0.015","0.037","0.102","inactive"
"-0.010","-0.006432432432432432","0.009","-0.22994736842105262","0.6030958904109589","12.379","-0.011","0.015","0.037","0.104","inactive"
"-0.014","-0.01912162162162162","0.034","0.0852894736842105","-0.03335616438356166","11.116","-0.030","0.011","0.012","0.107","inactive"
"0.004","0.01666216216216216","0.030","-0.3223157894736843","0.7414109589041097","16.728","0.010","-0.025","0.050","0.103","inactive"
"-0.014","-0.018905405405405404","0.041","-0.40371052631578946","0.010616438356164456","9.951","-0.022","0.011","0.019","0.097","inactive"
"-0.015","-0.01879729729729729","0.043","-0.38386842105263164","0.021684931506849345","9.979","-0.021","0.012","0.021","0.098","inactive"
"-0.020","-0.044040540540540546","0.070","0.9949210526315788","-0.43845205479452054","6.259","-0.042","-0.006","-0.024","-0.083","inactive"
"-0.018","-0.01621621621621621","0.057","0.02947368421052626","0.07384931506849313","8.224","-0.013","0.019","0.035","0.097","inactive"
"-0.011","-0.014202702702702703","0.030","-0.4565263157894737","0.2566986301369863","10.878","-0.017","0.014","0.025","0.100","inactive"
"-0.003","0.005864864864864866","0.005","-0.4163157894736842","0.6349178082191781","14.678","0.001","0.014","0.046","0.094","inactive"
"-0.017","-0.03397297297297298","0.053","1.4342631578947376","0.12895890410958893","8.357","-0.042","-0.003","-0.021","-0.073","inactive"
"-0.008","-0.002310810810810811","-0.004","-0.3703947368421052","0.49793150684931503","12.814","-0.003","0.017","0.047","0.105","inactive"
"-0.006","0.0034189189189189157","-0.009","-0.5471052631578948","0.48636986301369867","13.301","-0.005","0.013","0.041","0.106","inactive"
"-0.013","-0.015540540540540533","0.039","-0.30381578947368426","0.19334246575342473","10.460","-0.017","0.015","0.030","0.101","inactive"
"-0.015","-0.011472972972972976","0.043","-0.0786842105263157","0.21805479452054802","9.891","-0.009","0.019","0.038","0.100","inactive"
"-0.000","0.010202702702702704","0.012","-0.48892105263157876","0.7086986301369862","15.172","0.003","0.014","0.048","0.096","inactive"
"-0.009","-0.009851351351351354","0.023","-0.39702631578947367","0.43247945205479454","11.567","-0.014","0.014","0.032","0.101","inactive"
"-0.014","-0.01482432432432432","0.035","-0.2908421052631577","0.22704109589041088","10.704","-0.015","0.015","0.029","0.099","inactive"
"-0.013","-0.014878378378378375","0.036","-0.2695263157894738","0.22590410958904114","10.611","-0.016","0.014","0.027","0.100","inactive"
"-0.011","-0.006486486486486486","0.014","0.17192105263157897","0.832013698630137","12.240","-0.007","0.017","0.043","0.103","inactive"
"-0.003","0.005405405405405407","0.004","-0.05047368421052631","0.8207671232876712","14.638","0.000","0.015","0.049","0.096","inactive"
"-0.012","-0.013891891891891892","0.034","-0.1462894736842105","0.2697260273972603","11.081","-0.014","0.015","0.031","0.102","inactive"
"-0.016","-0.019662162162162163","0.046","-0.2597894736842104","-0.03921917808219171","9.767","-0.024","0.011","0.011","0.096","inactive"
"-0.009","-0.009581081081081083","0.017","-0.24955263157894728","0.490191780821918","11.878","-0.012","0.015","0.033","0.103","inactive"
"-0.008","-0.0011486486486486473","-0.005","-0.25373684210526315","0.5659589041095892","13.054","-0.002","0.018","0.047","0.106","inactive"
"-0.011","-0.012500000000000002","0.022","-0.9680789473684214","0.08052054794520552","11.313","-0.015","0.013","0.029","0.101","inactive"
"-0.002","0.008324324324324324","0.009","-0.39073684210526316","0.6955205479452053","15.033","0.002","0.014","0.050","0.095","inactive"
"?","?","?","?","?","?","?","?","?","?","inactive"
"-0.011","-0.008175675675675679","0.018","-0.2708157894736843","0.41687671232876716","11.748","-0.010","0.016","0.039","0.103","inactive"
"-0.012","-0.006689189189189188","0.025","-0.18052631578947373","0.44050684931506845","11.366","-0.007","0.019","0.042","0.103","inactive"
"-0.023","-0.025756756756756757","0.078","0.39542105263157906","-0.32404109589041086","5.424","-0.018","0.017","0.027","-0.063","inactive"
"-0.009","-0.009202702702702707","0.021","-0.8656578947368424","0.07727397260273969","11.512","-0.010","0.014","0.036","0.103","inactive"
"-0.017","-0.03721621621621622","0.049","1.4512631578947368","0.37210958904109587","8.549","-0.055","-0.006","-0.028","-0.080","inactive"
"-0.006","0.0010675675675675678","-0.008","-0.37507894736842096","0.7050410958904109","13.224","-0.005","0.016","0.041","0.106","inactive"
"-0.010","-0.005689189189189189","0.003","-0.1562368421052631","0.5665342465753425","12.438","-0.007","0.016","0.043","0.104","inactive"
"0.003","0.01587837837837838","0.028","-0.3244473684210527","0.6679452054794521","16.666","0.009","-0.026","0.051","0.104","inactive"
"-0.013","0.012108108108108105","0.017","-0.8845789473684206","0.3854931506849315","11.224","-0.014","0.023","0.027","0.101","inactive"
"-0.017","0.009891891891891897","0.040","-0.7597105263157896","0.21028767123287667","10.218","-0.018","0.023","0.021","0.099","inactive"
"-0.007","-0.0028918918918919003","0.018","1.5963684210526317","1.5964657534246576","13.591","-0.004","0.008","0.045","0.096","inactive"
"0.002","0.009743243243243244","0.012","0.7153684210526315","0.9688630136986304","15.996","0.007","0.010","0.050","0.099","inactive"
"-0.013","-0.007648648648648639","-0.009","-0.4356578947368423","2.464821917808219","13.652","-0.002","0.024","0.037","0.112","inactive"
"0.002","0.038878378378378375","0.037","-1.0134473684210519","1.3053424657534245","16.198","0.007","-0.012","0.051","0.099","inactive"
"-0.011","-0.10449999999999998","0.055","-0.4530263157894736","0.3113150684931507","14.422","-0.001","-0.004","0.044","0.114","inactive"
"-0.006","0.0019324324324324338","-0.006","-0.6381052631578948","0.25072602739726035","12.777","-0.003","0.016","0.045","0.105","inactive"
"-0.006","-0.003256756756756757","-0.009","-1.7045526315789477","-1.4198493150684932","12.950","-0.005","0.013","0.047","0.108","inactive"
